"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify various delimiters are normalized to semicolons.","0","Split on commas, pipes, slashes, and 'and'","tests","Sun Nov 30 12:10:42 UTC 2025","passed","Sun Nov 30 12:10:42 UTC 2025","TestCleanGenre","Data Cleaning","",""
"","0","Handle empty or non-string inputs","tests","Sun Nov 30 12:10:42 UTC 2025","passed","Sun Nov 30 12:10:42 UTC 2025","TestCleanGenre","Data Cleaning","",""
"Verify various delimiters are normalized to semicolons.","0","Split on commas, pipes, slashes, and 'and'","tests","Sun Nov 30 12:10:42 UTC 2025","passed","Sun Nov 30 12:10:42 UTC 2025","TestCleanGenre","Data Cleaning","",""
"
        Scenario: DataFrame has 3 rows: one with genre, two without.
        Expectation: fetch_genre called only for rows with NaN genres.
        ","0","Only fill missing rows","tests","Sun Nov 30 12:10:42 UTC 2025","broken","Sun Nov 30 12:10:42 UTC 2025","TestFillMissingGenres","Data Processing","",""
"Verify that input is trimmed and lowercased before mapping.","0","Handle whitespace and casing","tests","Sun Nov 30 12:10:42 UTC 2025","passed","Sun Nov 30 12:10:42 UTC 2025","TestGenreNormalization","Data Normalization","",""
"
        Scenario: Wikipedia page exists and has a 'Genre' row in the infobox.
        Expectation: Returns cleaned genre string.
        ","1","Parse genre from Infobox","tests","Sun Nov 30 12:10:42 UTC 2025","broken","Sun Nov 30 12:10:42 UTC 2025","TestFetchGenre","Wikipedia Integration","",""
"
        Scenario: 1st provider fails (returns None), 2nd succeeds.
        Expectation: Loop breaks after 2nd provider.
        ","0","Provider Chain Fallback","tests","Sun Nov 30 12:10:42 UTC 2025","broken","Sun Nov 30 12:10:42 UTC 2025","TestCSVProcessing","Batch Processing","",""
"","0","Remove feats, parens, and accents","tests","Sun Nov 30 12:10:41 UTC 2025","broken","Sun Nov 30 12:10:41 UTC 2025","TestNormalization","Data Cleaning","",""
"","0","Return None on empty results or error","tests","Sun Nov 30 12:10:41 UTC 2025","broken","Sun Nov 30 12:10:41 UTC 2025","TestItunesProvider","Artwork Providers","",""
"
        Scenario: Items might lack the 'source' key.
        Expectation: .get() returns None, which != 'user', so it treats as non-user.
        ","0","Handle missing source keys safely","tests","Sun Nov 30 12:10:42 UTC 2025","passed","Sun Nov 30 12:10:42 UTC 2025","TestPlaylistIndexing","Playlist Logic","",""
"","0","Remove video suffixes (Official Video, etc)","tests","Sun Nov 30 12:10:40 UTC 2025","passed","Sun Nov 30 12:10:40 UTC 2025","TestSanitization","String Processing","",""
"
        Scenario: Text bounding box is 100x20. Center is (500, 500).
        Expectation: Top-left x = 500 - (100/2) = 450.
                     Top-left y = 500 - (20/2) = 490.
        ","0","Calculate centered position correctly","tests","Sun Nov 30 12:10:40 UTC 2025","broken","Sun Nov 30 12:10:40 UTC 2025","TestTextDrawing","Graphics Utils","",""
"","0","Save final canvas to disk","tests","Sun Nov 30 12:10:40 UTC 2025","broken","Sun Nov 30 12:10:40 UTC 2025","TestA5Creation","A5 Layout","",""
"
        Scenario: All items in playlist are from 'user'.
        Expectation: Returns length of playlist (append to end).
        ","0","Return list length when all items are user picks","tests","Sun Nov 30 12:10:42 UTC 2025","passed","Sun Nov 30 12:10:42 UTC 2025","TestPlaylistIndexing","Playlist Logic","",""
"Verify that binary data is returned if an APIC frame exists.","0","Extract APIC frame data when present","tests","Sun Nov 30 12:10:41 UTC 2025","passed","Sun Nov 30 12:10:41 UTC 2025","TestAlbumArtExtraction","Metadata Extraction","",""
"
        Scenario: MusicBrainz returns valid JSON with tags.
        Expectation: Returns the most frequent tag.
        ","0","Extract genre from valid MB response","tests","Sun Nov 30 12:10:40 UTC 2025","broken","Sun Nov 30 12:10:40 UTC 2025","TestMusicBrainz","Metadata","",""
"","0","Format seconds to MM:SS","tests","Sun Nov 30 12:10:41 UTC 2025","passed","Sun Nov 30 12:10:41 UTC 2025","TestFormatters","Utilities","",""
"
        Scenario: play_song_immediately is called.
        Expectation: self.immediate_playback is True inside the critical section.
        ","2","Sets immediate_playback flag during execution","tests","Sun Nov 30 12:10:41 UTC 2025","passed","Sun Nov 30 12:10:41 UTC 2025","TestImmediatePlayback","Playback Controls","",""
"","0","Remove feats, parens, and accents","tests","Sun Nov 30 12:10:41 UTC 2025","broken","Sun Nov 30 12:10:41 UTC 2025","TestNormalization","Data Cleaning","",""
"","0","Remove feats, parens, and accents","tests","Sun Nov 30 12:10:41 UTC 2025","broken","Sun Nov 30 12:10:41 UTC 2025","TestNormalization","Data Cleaning","",""
"","0","Format seconds to MM:SS","tests","Sun Nov 30 12:10:41 UTC 2025","passed","Sun Nov 30 12:10:41 UTC 2025","TestFormatters","Utilities","",""
"
        Scenario: 'bad.mp3' causes EasyID3 to raise Exception.
        Expectation: Row written: ['bad.mp3', '', ''] (empty metadata).
        ","0","Fallback gracefully on corrupt/missing tags","tests","Sun Nov 30 12:10:41 UTC 2025","broken","Sun Nov 30 12:10:41 UTC 2025","TestMP3Metadata","Metadata","",""
"Verify that specific shorthand aliases map correctly.","0","Map specific aliases like x-mas and alt rock","tests","Sun Nov 30 12:10:42 UTC 2025","passed","Sun Nov 30 12:10:42 UTC 2025","TestGenreNormalization","Data Normalization","",""
"","0","Handle empty or None inputs","tests","Sun Nov 30 12:10:41 UTC 2025","broken","Sun Nov 30 12:10:41 UTC 2025","TestNormalization","Data Cleaning","",""
"Verify that any genre not in the mapping returns 'Pop'.","0","Unknown genres default to Pop","tests","Sun Nov 30 12:10:42 UTC 2025","passed","Sun Nov 30 12:10:42 UTC 2025","TestGenreNormalization","Data Normalization","",""
"Verify that standard genres map to their defined main categories.","0","Map known genres to canonical categories","tests","Sun Nov 30 12:10:42 UTC 2025","passed","Sun Nov 30 12:10:42 UTC 2025","TestGenreNormalization","Data Normalization","",""
"
        Scenario: Run the internal loop method directly.
        Expectation: Plays sound on AMBIENT channel.
        ","0","Ambient loop plays random file","tests","Sun Nov 30 12:10:41 UTC 2025","failed","Sun Nov 30 12:10:41 UTC 2025","TestAmbientMusic","Ambient Mode","",""
"
        Scenario: song_counter is 5.
        Expectation: Returns song from Special playlist, even if Primary exists.
        ","0","Special playlist triggers on 5th song","tests","Sun Nov 30 12:10:41 UTC 2025","passed","Sun Nov 30 12:10:41 UTC 2025","TestQueuePriority","Queue Management","",""
"
        Scenario: Directory contains .txt and .jpg files.
        Expectation: Result list should be empty.
        ","0","Ignore non-MP3 files","tests","Sun Nov 30 12:10:41 UTC 2025","passed","Sun Nov 30 12:10:41 UTC 2025","TestGetMp3Files","File System Scanning","",""
"","3","test_yes_callback","tests","Sun Nov 30 12:10:40 UTC 2025","passed","Sun Nov 30 12:10:40 UTC 2025","TestConfirmDialog","Dialogs","",""
"","1","Raise error if columns missing","tests","Sun Nov 30 12:10:42 UTC 2025","passed","Sun Nov 30 12:10:42 UTC 2025","TestCSVProcessing","Batch Processing","",""
"","0","Format seconds to MM:SS","tests","Sun Nov 30 12:10:41 UTC 2025","passed","Sun Nov 30 12:10:41 UTC 2025","TestFormatters","Utilities","",""
"
        Scenario: yt-dlp saves 'Song.mp3', but sanitization expects 'Song Name.mp3'.
        Expectation: Script iterates listdir to find 'Song.mp3' via partial match.
        ","0","Find partial match if exact filename missing","tests","Sun Nov 30 12:10:40 UTC 2025","broken","Sun Nov 30 12:10:40 UTC 2025","TestDownloadWorkflow","Workflow","",""
"","0","Draw middle divider line","tests","Sun Nov 30 12:10:40 UTC 2025","broken","Sun Nov 30 12:10:40 UTC 2025","TestA5Creation","A5 Layout","",""
"Verify that standard genres map to their defined main categories.","0","Map known genres to canonical categories","tests","Sun Nov 30 12:10:42 UTC 2025","passed","Sun Nov 30 12:10:42 UTC 2025","TestGenreNormalization","Data Normalization","",""
"
        Scenario: Artist tag is 'Queen / David Bowie'.
        Expectation: Parsed into ['Queen', 'David Bowie'].
        ","2","Split multiple artists by separators","tests","Sun Nov 30 12:10:41 UTC 2025","passed","Sun Nov 30 12:10:41 UTC 2025","TestGetMp3Files","File System Scanning","",""
"Verify that standard genres map to their defined main categories.","0","Map known genres to canonical categories","tests","Sun Nov 30 12:10:42 UTC 2025","passed","Sun Nov 30 12:10:42 UTC 2025","TestGenreNormalization","Data Normalization","",""
"","1","Detect required columns case-insensitively","tests","Sun Nov 30 12:10:42 UTC 2025","broken","Sun Nov 30 12:10:42 UTC 2025","TestCSVProcessing","Batch Processing","",""
"Verify that specific shorthand aliases map correctly.","0","Map specific aliases like x-mas and alt rock","tests","Sun Nov 30 12:10:42 UTC 2025","passed","Sun Nov 30 12:10:42 UTC 2025","TestGenreNormalization","Data Normalization","",""
"
        Scenario: Start ambient music.
        Expectation: Finds files and starts a daemon thread.
        ","1","Find MP3s in folder and start thread","tests","Sun Nov 30 12:10:41 UTC 2025","passed","Sun Nov 30 12:10:41 UTC 2025","TestAmbientMusic","Ambient Mode","",""
"","0","test_emoji_mapping","tests","Sun Nov 30 12:10:41 UTC 2025","broken","Sun Nov 30 12:10:41 UTC 2025","TestVisuals","Visuals","",""
"
        Scenario: Wikipedia raises an error (page not found or ambiguous).
        Expectation: Returns None gracefully.
        ","1","Handle PageError and DisambiguationError","tests","Sun Nov 30 12:10:42 UTC 2025","broken","Sun Nov 30 12:10:42 UTC 2025","TestFetchGenre","Wikipedia Integration","",""
"
        Scenario: Valid MP3 exists.
        Expectation: ID3 tags are read and structured correctly.
        ","1","Parse metadata from valid MP3 file","tests","Sun Nov 30 12:10:41 UTC 2025","passed","Sun Nov 30 12:10:41 UTC 2025","TestGetMp3Files","File System Scanning","",""
"Verify that standard genres map to their defined main categories.","0","Map known genres to canonical categories","tests","Sun Nov 30 12:10:42 UTC 2025","passed","Sun Nov 30 12:10:42 UTC 2025","TestGenreNormalization","Data Normalization","",""
"","2","test_get_data_valid","tests","Sun Nov 30 12:10:40 UTC 2025","passed","Sun Nov 30 12:10:40 UTC 2025","TestCsvParsing","Data Ingestion","",""
"Verify returns None if no tags have FrameID == 'APIC'.","1","Return None when no APIC frame exists","tests","Sun Nov 30 12:10:41 UTC 2025","passed","Sun Nov 30 12:10:41 UTC 2025","TestAlbumArtExtraction","Metadata Extraction","",""
"","0","Handle empty player gracefully","tests","Sun Nov 30 12:10:41 UTC 2025","passed","Sun Nov 30 12:10:41 UTC 2025","TestUpcomingSongsDisplay","Playlist Display Logic","",""
"","0","Split Artist - Title correctly","tests","Sun Nov 30 12:10:40 UTC 2025","passed","Sun Nov 30 12:10:40 UTC 2025","TestArtistParsing","String Processing","",""
"
        Scenario: CSV has 1 row, but file does not exist on disk.
        Expectation: Skips processing for that row.
        ","1","Process Loop ignores missing files","tests","Sun Nov 30 12:10:42 UTC 2025","broken","Sun Nov 30 12:10:42 UTC 2025","TestCSVProcessing","Batch Processing","",""
"Verify that standard genres map to their defined main categories.","1","Map known genres to canonical categories","tests","Sun Nov 30 12:10:42 UTC 2025","passed","Sun Nov 30 12:10:42 UTC 2025","TestGenreNormalization","Data Normalization","",""
"
        Scenario: File has no ID3 tags yet.
        Expectation: ID3() constructor fails, so it instantiates empty ID3(), adds tag, saves.
        ","0","Handle ID3NoHeaderError (create new tags)","tests","Sun Nov 30 12:10:41 UTC 2025","broken","Sun Nov 30 12:10:41 UTC 2025","TestEmbedding","File Operations","",""
"
        Scenario: MutagenFile raises exception.
        Expectation: Fallback to pygame.mixer.Sound.get_length().
        ","1","Use pygame duration if Mutagen fails","tests","Sun Nov 30 12:10:41 UTC 2025","passed","Sun Nov 30 12:10:41 UTC 2025","TestDuration","Metadata","",""
"","0","Interleave Primary and Default playlists","tests","Sun Nov 30 12:10:41 UTC 2025","passed","Sun Nov 30 12:10:41 UTC 2025","TestUpcomingSongsDisplay","Playlist Display Logic","",""
"","0","Remove citation brackets and whitespace","tests","Sun Nov 30 12:10:42 UTC 2025","passed","Sun Nov 30 12:10:42 UTC 2025","TestCleanGenre","Data Cleaning","",""
"Verify that input is trimmed and lowercased before mapping.","1","Handle whitespace and casing","tests","Sun Nov 30 12:10:42 UTC 2025","passed","Sun Nov 30 12:10:42 UTC 2025","TestGenreNormalization","Data Normalization","",""
"Verify returns True if ABBA is present in any casing.","1","Detect ABBA in artist list (Case Insensitive)","tests","Sun Nov 30 12:10:41 UTC 2025","passed","Sun Nov 30 12:10:41 UTC 2025","TestIsAbbaSong","Helper Logic","",""
"","0","Remove video suffixes (Official Video, etc)","tests","Sun Nov 30 12:10:40 UTC 2025","passed","Sun Nov 30 12:10:40 UTC 2025","TestSanitization","String Processing","",""
"Verify that standard genres map to their defined main categories.","0","Map known genres to canonical categories","tests","Sun Nov 30 12:10:42 UTC 2025","passed","Sun Nov 30 12:10:42 UTC 2025","TestGenreNormalization","Data Normalization","",""
"
        Scenario: tag_mp3 called with info.
        Expectation: EasyID3 opened, fields set, saved.
        ","0","Apply metadata to MP3 file","tests","Sun Nov 30 12:10:40 UTC 2025","broken","Sun Nov 30 12:10:40 UTC 2025","TestTagging","File Operations","",""
"Verify returns True if ABBA is present in any casing.","0","Detect ABBA in artist list (Case Insensitive)","tests","Sun Nov 30 12:10:41 UTC 2025","passed","Sun Nov 30 12:10:41 UTC 2025","TestIsAbbaSong","Helper Logic","",""
"
        Scenario: Playlist is empty.
        Expectation: Returns 0.
        ","0","Handle empty playlist gracefully","tests","Sun Nov 30 12:10:42 UTC 2025","passed","Sun Nov 30 12:10:42 UTC 2025","TestPlaylistIndexing","Playlist Logic","",""
"","1","test_set_artist_filter","tests","Sun Nov 30 12:10:41 UTC 2025","failed","Sun Nov 30 12:10:41 UTC 2025","TestArtistFilter","Filtering System","",""
"
        Scenario: Image URL is valid.
        Expectation: Download image -> Embed APIC -> Save.
        ","0","Download and embed APIC frame","tests","Sun Nov 30 12:10:41 UTC 2025","broken","Sun Nov 30 12:10:41 UTC 2025","TestEmbedding","File Operations","",""
"
        Scenario: Page exists, but infobox has no 'Genre' field.
        Expectation: Returns None.
        ","0","Return None if 'Genre' th is missing","tests","Sun Nov 30 12:10:42 UTC 2025","broken","Sun Nov 30 12:10:42 UTC 2025","TestFetchGenre","Wikipedia Integration","",""
"Verify that specific shorthand aliases map correctly.","0","Map specific aliases like x-mas and alt rock","tests","Sun Nov 30 12:10:42 UTC 2025","passed","Sun Nov 30 12:10:42 UTC 2025","TestGenreNormalization","Data Normalization","",""
"Verify various delimiters are normalized to semicolons.","0","Split on commas, pipes, slashes, and 'and'","tests","Sun Nov 30 12:10:42 UTC 2025","passed","Sun Nov 30 12:10:42 UTC 2025","TestCleanGenre","Data Cleaning","",""
"","0","Handle missing release ID","tests","Sun Nov 30 12:10:41 UTC 2025","broken","Sun Nov 30 12:10:41 UTC 2025","TestCAAProvider","Artwork Providers","",""
"","0","High score for identical pairs","tests","Sun Nov 30 12:10:41 UTC 2025","broken","Sun Nov 30 12:10:41 UTC 2025","TestScoring","Matching Logic","",""
"","0","Verify JSON files were written","tests","Sun Nov 30 12:10:41 UTC 2025","passed","Sun Nov 30 12:10:41 UTC 2025","TestScriptWorkflow","Integration","",""
"","0","Remove feats, parens, and accents","tests","Sun Nov 30 12:10:41 UTC 2025","broken","Sun Nov 30 12:10:41 UTC 2025","TestNormalization","Data Cleaning","",""
"Verify returns False if ABBA is not strictly in the list.","0","Return False when ABBA is absent","tests","Sun Nov 30 12:10:41 UTC 2025","passed","Sun Nov 30 12:10:41 UTC 2025","TestIsAbbaSong","Helper Logic","",""
"
        Scenario: Directory has no files.
        Expectation: CSV created with just the header row.
        ","0","Write only headers if directory is empty","tests","Sun Nov 30 12:10:40 UTC 2025","broken","Sun Nov 30 12:10:40 UTC 2025","TestDirectoryScanning","File System","",""
"Verify returns False if ABBA is not strictly in the list.","0","Return False when ABBA is absent","tests","Sun Nov 30 12:10:41 UTC 2025","passed","Sun Nov 30 12:10:41 UTC 2025","TestIsAbbaSong","Helper Logic","",""
"","0","Handle corrupt MP3 gracefully","tests","Sun Nov 30 12:10:40 UTC 2025","broken","Sun Nov 30 12:10:40 UTC 2025","TestTagging","File Operations","",""
"","0","Ensure Title Case and strip separators","tests","Sun Nov 30 12:10:40 UTC 2025","passed","Sun Nov 30 12:10:40 UTC 2025","TestSanitization","String Processing","",""
"","0","Remove duplicate genres while preserving order","tests","Sun Nov 30 12:10:42 UTC 2025","passed","Sun Nov 30 12:10:42 UTC 2025","TestCleanGenre","Data Cleaning","",""
"","0","Process .MP3 extension same as .mp3","tests","Sun Nov 30 12:10:41 UTC 2025","broken","Sun Nov 30 12:10:41 UTC 2025","TestMP3Metadata","Metadata","",""
"
        Scenario: 'song.mp3' exists and has ID3 tags.
        Expectation: Row written: ['song.mp3', 'My Title', 'My Artist']
        ","0","Extract Title and Artist from valid MP3","tests","Sun Nov 30 12:10:41 UTC 2025","broken","Sun Nov 30 12:10:41 UTC 2025","TestMP3Metadata","Metadata","",""
"","0","Low score for different songs","tests","Sun Nov 30 12:10:41 UTC 2025","broken","Sun Nov 30 12:10:41 UTC 2025","TestScoring","Matching Logic","",""
"
        Scenario: Directory has 'notes.txt'.
        Expectation: Row written: ['notes.txt', '', '']
        ","0","Include non-MP3 files with empty metadata","tests","Sun Nov 30 12:10:41 UTC 2025","broken","Sun Nov 30 12:10:41 UTC 2025","TestDirectoryScanning","File System","",""
"Verify playlists are empty and locks are ready.","0","Verify initial attributes","tests","Sun Nov 30 12:10:41 UTC 2025","passed","Sun Nov 30 12:10:41 UTC 2025","TestPlayerInit","Core Logic","",""
"","0","Remove video suffixes (Official Video, etc)","tests","Sun Nov 30 12:10:40 UTC 2025","passed","Sun Nov 30 12:10:40 UTC 2025","TestSanitization","String Processing","",""
"","0","Remove video suffixes (Official Video, etc)","tests","Sun Nov 30 12:10:40 UTC 2025","passed","Sun Nov 30 12:10:40 UTC 2025","TestSanitization","String Processing","",""
"","0","Fallback to 'Wedding' on failure","tests","Sun Nov 30 12:10:40 UTC 2025","broken","Sun Nov 30 12:10:40 UTC 2025","TestMusicBrainz","Metadata","",""
"Verify that input is trimmed and lowercased before mapping.","0","Handle whitespace and casing","tests","Sun Nov 30 12:10:42 UTC 2025","passed","Sun Nov 30 12:10:42 UTC 2025","TestGenreNormalization","Data Normalization","",""
"Verify returns True if ABBA is present in any casing.","0","Detect ABBA in artist list (Case Insensitive)","tests","Sun Nov 30 12:10:41 UTC 2025","passed","Sun Nov 30 12:10:41 UTC 2025","TestIsAbbaSong","Helper Logic","",""
"
        Scenario: mutagen raises an exception (e.g., corrupt header).
        Expectation: Fallback to filename as title, 'Unknown Artist', 'unknown genre'.
        ","0","Graceful fallback on corrupt metadata","tests","Sun Nov 30 12:10:41 UTC 2025","passed","Sun Nov 30 12:10:41 UTC 2025","TestGetMp3Files","File System Scanning","",""
"Verify various delimiters are normalized to semicolons.","0","Split on commas, pipes, slashes, and 'and'","tests","Sun Nov 30 12:10:42 UTC 2025","passed","Sun Nov 30 12:10:42 UTC 2025","TestCleanGenre","Data Cleaning","",""
"","1","Return None for artist if separator missing","tests","Sun Nov 30 12:10:40 UTC 2025","passed","Sun Nov 30 12:10:40 UTC 2025","TestArtistParsing","String Processing","",""
